ph,turbidity,conductivity,chlorine,temperature,pressure,flow,Risk_Index,Probable_Cause
6.96,0.32,506.15,1.3,11.42,2.84,384.45,15,Normal
7.32,1.04,284.1,1.1,10.74,0.61,94.54,21,Pression Faible
7.63,0.45,345.34,1.51,14.42,2.98,384.7,6,Normal
7.09,0.37,481.55,0.79,14.57,2.6,309.27,12,Normal
7.22,0.69,485.73,1.17,16.18,2.98,330.48,8,Normal
6.87,0.1,516.19,1.2,14.62,3.32,263.43,15,Normal
6.99,0.33,456.76,0.53,12.7,3.09,239.79,6,Normal
7.24,0.09,510.58,0.03,19.8,2.11,25.82,58,Stagnation
6.87,2.17,211.53,0.05,22.21,2.27,32.12,59,Stagnation
6.96,0.81,288.11,0.29,11.1,3.12,294.1,2,Normal
7.43,0.6,336.37,0.85,13.84,3.57,334.54,2,Normal
7.77,0.67,393.64,0.69,15.6,2.98,295.32,7,Normal
6.83,1.9,1578.25,0.05,12.34,3.04,257.21,88,Contamination
7.37,0.68,501.96,0.95,13.76,2.81,263.87,0,Normal
7.19,0.74,317.47,0.56,14.67,1.07,57.17,42,Pression Faible
7.83,2.09,546.26,0.03,21.9,2.96,18.26,59,Stagnation
7.43,0.21,568.4,0.87,21.69,3.52,294.68,14,Normal
6.98,0.54,381.98,0.88,10.03,2.85,244.48,13,Normal
7.72,1.7,524.07,0.13,20.29,2.56,37.93,70,Stagnation
7.27,1.26,435.45,0.27,23.7,2.68,12.83,67,Stagnation
7.25,0.75,383.63,0.43,11.74,1.18,102.29,33,Pression Faible
6.53,5.2,1734.33,0.04,17.48,2.87,232.72,93,Contamination
7.37,0.37,396.99,1.13,20.83,2.6,343.25,14,Normal
7.46,0.37,459.95,1.49,12.71,3.07,320.24,1,Normal
7.43,7.54,1249.89,0.08,14.35,2.95,276.18,87,Contamination
6.83,0.4,426.95,1.13,11.19,2.72,336.23,13,Normal
7.35,0.68,536.78,1.16,13.76,3.03,382.99,10,Normal
8.03,0.59,453.56,1.22,15.07,3.35,350.4,6,Normal
7.31,0.44,247.93,1.22,15.64,2.78,243.5,0,Normal
7.4,0.32,429.96,1.15,16.65,1.08,55.01,27,Pression Faible
7.38,1.16,342.73,1.05,19.74,1.3,72.06,33,Pression Faible
7.51,0.58,270.18,1.14,13.78,1.11,67.46,49,Pression Faible
7.06,0.78,566.25,1.54,18.27,3.14,228.39,5,Normal
7.14,0.93,356.44,1.45,15.17,2.2,332.02,2,Normal
8.01,1.18,573.31,0.0,19.23,2.56,34.77,43,Stagnation
7.61,0.63,280.64,1.06,16.8,2.44,297.82,13,Normal
6.73,4.69,1349.63,0.0,19.67,3.07,354.19,98,Contamination
5.55,1.3,955.78,0.71,24.71,2.98,253.49,79,Corrosion
7.15,0.26,456.39,0.98,14.77,3.03,311.06,8,Normal
6.68,0.67,315.36,0.96,18.86,3.53,214.98,15,Normal
7.21,0.55,249.25,1.24,15.35,3.06,254.12,10,Normal
7.33,7.68,1238.19,0.02,16.26,2.97,302.44,90,Contamination
7.47,0.4,278.16,1.11,13.57,3.24,300.38,7,Normal
7.4,0.5,414.34,0.69,11.34,0.94,69.11,44,Pression Faible
7.57,0.39,272.85,1.04,15.09,2.85,291.94,14,Normal
6.39,3.04,1016.85,0.44,24.66,3.22,281.02,70,Corrosion
6.85,0.69,349.89,0.94,9.96,2.63,321.93,3,Normal
7.5,0.64,465.08,0.98,13.78,3.09,341.07,1,Normal
7.2,1.16,378.49,0.61,14.97,1.23,78.36,32,Pression Faible
7.58,0.66,256.91,1.46,6.78,3.65,285.63,2,Normal
5.92,2.45,977.04,0.8,15.6,3.32,283.94,51,Corrosion
6.91,1.02,452.41,0.74,17.38,1.15,75.57,34,Pression Faible
7.13,0.1,347.33,1.21,14.93,2.61,348.23,13,Normal
7.11,0.26,620.6,0.68,17.64,2.77,306.79,1,Normal
6.93,0.25,452.22,1.12,18.43,2.99,411.02,9,Normal
7.21,7.13,792.47,0.02,20.08,2.87,309.38,92,Contamination
6.96,0.52,411.85,0.65,16.93,2.49,309.21,13,Normal
7.73,0.64,467.43,0.73,20.31,3.41,257.82,0,Normal
7.06,0.75,579.61,0.62,11.99,2.96,191.45,14,Normal
6.01,3.45,612.27,0.84,14.25,3.46,215.81,78,Corrosion
8.11,0.9,527.12,0.13,21.72,2.26,33.23,43,Stagnation
7.07,0.36,547.27,1.16,16.93,2.88,290.7,0,Normal
7.13,0.57,464.18,0.99,12.62,3.23,301.67,10,Normal
6.77,0.1,429.79,0.75,16.29,2.77,306.66,3,Normal
7.09,0.85,495.03,1.4,15.07,3.25,304.58,2,Normal
7.64,0.49,260.25,0.4,20.0,3.14,327.21,6,Normal
7.65,0.3,364.14,0.83,17.23,0.99,55.97,24,Pression Faible
7.02,1.77,375.75,0.04,23.27,2.29,12.95,48,Stagnation
6.73,0.49,449.73,0.94,16.29,2.52,222.73,15,Normal
6.4,3.49,1053.79,0.6,15.29,2.8,328.86,64,Corrosion
7.32,0.61,383.23,1.24,15.91,3.01,262.85,4,Normal
5.95,1.64,891.97,0.83,8.79,2.71,179.45,51,Corrosion
7.35,0.63,357.37,1.16,16.77,2.93,376.71,13,Normal
6.98,0.79,377.48,0.75,13.95,2.67,339.23,11,Normal
6.72,0.78,306.41,1.25,15.07,3.08,270.5,4,Normal
7.31,0.53,254.21,0.71,13.38,2.77,362.64,9,Normal
7.5,0.81,400.92,0.05,21.42,2.18,21.86,49,Stagnation
7.43,0.54,384.77,1.0,14.86,2.94,325.86,0,Normal
7.33,0.19,386.84,0.55,16.91,3.23,269.46,4,Normal
7.16,0.1,497.28,1.21,18.45,3.45,238.79,1,Normal
7.47,0.8,250.54,0.95,13.91,3.26,180.3,6,Normal
7.74,0.77,491.61,0.88,16.48,0.5,72.3,40,Pression Faible
7.45,0.89,236.32,0.92,12.54,0.93,49.59,45,Pression Faible
7.39,0.72,612.01,0.56,17.3,3.25,270.97,6,Normal
7.13,0.66,397.26,0.12,24.72,2.83,13.85,62,Stagnation
7.18,1.85,376.89,0.09,18.59,2.85,10.87,54,Stagnation
6.71,0.71,592.01,0.91,14.86,3.27,314.47,10,Normal
6.7,5.03,729.96,0.06,17.63,2.77,249.91,98,Contamination
6.93,0.99,488.17,0.8,13.7,0.94,98.74,39,Pression Faible
7.21,0.57,435.85,0.91,11.5,2.7,356.39,10,Normal
6.98,0.42,286.56,0.64,12.69,3.51,332.9,14,Normal
6.58,8.17,1154.31,0.12,26.85,3.21,304.73,81,Contamination
7.41,0.5,216.4,0.8,12.15,2.8,389.68,0,Normal
7.95,1.42,531.23,0.0,23.46,2.78,10.0,62,Stagnation
7.43,0.22,203.0,1.4,11.98,2.79,349.48,6,Normal
7.11,0.46,379.79,1.1,14.32,3.03,274.82,10,Normal
7.28,6.63,1769.37,0.03,17.26,2.97,348.22,92,Contamination
6.87,0.52,149.22,0.92,18.22,2.78,308.84,5,Normal
6.58,4.28,1491.45,0.0,19.17,2.99,257.41,80,Contamination
7.25,0.31,452.18,0.61,13.98,2.92,355.65,2,Normal
7.24,0.69,455.47,1.16,14.0,3.31,282.19,3,Normal
6.68,0.46,445.35,0.52,12.34,2.63,339.34,14,Normal
7.7,0.46,453.15,1.15,19.66,2.8,289.01,11,Normal
7.1,0.52,650.43,1.01,12.44,2.65,362.63,0,Normal
6.94,0.63,332.03,0.62,16.82,2.81,321.27,9,Normal
7.35,0.61,373.19,1.21,12.23,2.26,335.34,8,Normal
6.07,2.01,605.77,0.19,16.16,3.46,241.69,60,Corrosion
6.71,5.95,1853.76,0.09,14.27,2.91,316.62,87,Contamination
6.88,0.65,318.22,0.55,15.23,2.98,299.95,0,Normal
6.97,0.37,512.84,1.13,12.13,2.41,254.28,8,Normal
7.25,0.61,329.03,0.72,14.78,1.44,79.99,20,Pression Faible
7.05,5.55,1050.19,0.09,20.97,3.51,330.53,84,Contamination
7.05,0.32,495.29,0.76,17.43,2.77,317.46,3,Normal
6.88,0.66,276.63,1.08,14.41,3.03,280.21,6,Normal
7.07,0.53,299.79,0.7,13.92,2.88,249.73,7,Normal
7.48,0.43,377.33,0.6,21.21,3.73,260.98,11,Normal
7.99,1.15,610.38,0.13,22.2,1.75,21.21,70,Stagnation
7.21,0.54,278.52,0.78,16.66,2.59,306.69,13,Normal
7.99,6.77,1300.65,0.0,14.71,3.52,270.04,82,Contamination
7.58,0.38,372.22,1.15,15.3,3.11,259.08,4,Normal
5.55,1.79,793.54,0.73,19.11,2.83,279.08,56,Corrosion
7.24,0.28,401.73,1.04,17.28,2.68,197.98,11,Normal
7.25,0.57,382.06,1.01,17.64,2.86,286.07,13,Normal
7.22,0.43,384.81,0.88,19.91,1.11,84.0,27,Pression Faible
7.48,0.55,537.57,1.43,14.91,1.04,112.54,44,Pression Faible
7.82,1.24,592.68,0.23,21.33,2.57,35.77,46,Stagnation
7.02,3.22,918.52,0.0,19.97,2.54,309.62,89,Contamination
6.4,3.64,532.52,0.42,13.67,2.33,150.77,60,Corrosion
7.2,0.64,495.4,0.86,14.18,3.11,294.58,8,Normal
7.65,6.86,1087.11,0.0,24.0,2.69,317.88,96,Contamination
6.63,0.8,410.03,0.94,24.04,1.01,96.41,48,Pression Faible
7.36,0.36,480.57,0.95,17.63,3.59,307.54,2,Normal
5.89,3.34,1179.33,0.54,14.64,3.07,242.08,75,Corrosion
7.12,1.47,517.15,0.07,22.12,2.33,19.05,42,Stagnation
7.05,0.51,252.49,0.87,15.26,3.36,284.37,12,Normal
5.5,2.33,786.69,0.97,14.99,1.72,471.5,70,Corrosion
6.06,2.57,591.72,0.36,15.72,2.93,292.13,61,Corrosion
7.27,0.26,149.55,0.97,13.4,2.62,341.4,14,Normal
6.73,0.62,258.99,1.04,17.8,2.9,384.5,11,Normal
7.78,0.55,454.14,1.32,16.63,3.13,273.8,15,Normal
5.33,1.39,1376.47,0.9,15.26,3.31,205.03,65,Corrosion
7.37,0.52,446.0,0.9,12.11,2.75,260.81,12,Normal
7.5,0.42,325.26,0.11,21.74,2.56,29.55,65,Stagnation
7.96,0.53,362.09,1.03,18.06,2.99,334.24,1,Normal
7.32,0.44,411.09,1.48,15.73,2.7,284.02,6,Normal
6.57,0.53,531.21,0.6,15.45,3.3,354.56,7,Normal
7.58,0.13,450.49,0.55,12.01,3.25,307.9,9,Normal
7.42,0.31,547.36,1.21,17.67,2.68,358.57,12,Normal
7.11,0.38,462.55,1.17,12.46,3.62,390.72,11,Normal
7.38,0.59,432.98,0.54,15.34,3.03,271.2,2,Normal
7.11,0.1,290.27,1.28,20.19,2.72,309.14,2,Normal
7.53,0.4,467.62,0.99,18.57,2.62,244.77,11,Normal
7.28,0.52,394.37,1.17,12.21,2.59,274.99,1,Normal
7.08,0.44,526.9,1.23,16.6,3.07,278.29,10,Normal
6.94,0.26,330.55,0.99,11.54,3.05,290.28,14,Normal
7.08,0.73,153.94,0.88,7.94,3.07,338.11,11,Normal
5.92,3.55,690.51,0.05,16.64,2.82,281.6,90,Contamination
6.91,0.73,427.23,0.64,12.9,2.74,370.3,0,Normal
7.41,0.47,570.72,1.44,14.31,2.88,281.88,7,Normal
6.91,0.85,299.36,1.26,17.07,2.91,390.5,2,Normal
6.73,0.48,351.1,1.29,16.06,2.48,361.97,2,Normal
7.35,0.29,365.03,0.61,14.49,3.05,283.27,2,Normal
5.82,1.21,967.45,0.22,16.09,2.08,253.03,79,Corrosion
7.2,0.58,486.23,1.31,10.17,2.98,400.55,3,Normal
7.24,0.33,392.03,0.88,11.47,3.26,329.22,1,Normal
6.8,0.48,343.35,0.52,10.76,2.62,297.08,10,Normal
7.06,0.31,360.81,1.22,16.07,3.3,288.58,10,Normal
7.68,0.57,351.11,1.03,11.26,2.91,321.5,8,Normal
7.38,0.42,673.39,0.95,9.96,3.36,330.36,4,Normal
7.27,0.66,439.33,1.39,15.6,0.76,20.0,44,Pression Faible
6.15,1.71,880.06,0.56,13.36,2.49,209.51,67,Corrosion
7.43,0.97,279.2,0.58,16.14,1.52,100.74,20,Pression Faible
5.6,3.29,544.75,0.74,17.46,1.97,375.57,59,Corrosion
8.06,7.29,910.49,0.05,21.16,2.56,290.98,92,Contamination
7.47,0.35,433.24,0.37,12.17,1.05,90.27,46,Pression Faible
6.99,0.53,331.28,0.84,18.75,2.65,337.96,0,Normal
7.2,0.38,278.25,0.66,12.78,2.95,330.18,4,Normal
6.76,5.53,1174.8,0.07,20.58,2.48,285.9,87,Contamination
7.57,0.24,407.43,0.95,13.3,3.48,301.84,6,Normal
7.65,0.5,446.03,0.83,13.3,3.12,321.38,14,Normal
6.24,2.8,632.72,0.56,18.55,2.02,267.56,64,Corrosion
7.17,0.67,441.66,0.8,12.87,2.84,329.0,2,Normal
6.51,0.53,311.7,1.06,16.03,2.5,288.66,6,Normal
7.25,0.52,387.78,0.63,11.79,2.59,327.7,13,Normal
7.17,0.49,229.45,0.99,16.9,2.45,273.23,14,Normal
5.74,5.16,929.7,0.07,18.68,3.29,297.3,80,Contamination
7.3,0.39,289.69,1.25,18.73,3.21,306.56,4,Normal
6.91,0.73,457.95,1.61,11.54,3.26,327.46,0,Normal
7.1,0.77,440.23,0.72,14.64,2.72,276.57,11,Normal
7.41,0.7,422.12,0.77,16.14,3.22,201.39,13,Normal
7.23,0.46,495.37,1.12,16.45,2.86,300.08,12,Normal
6.38,2.45,934.93,0.34,15.79,2.0,219.03,72,Corrosion
7.22,0.65,300.08,1.11,19.41,2.81,222.65,10,Normal
7.29,0.26,318.1,1.28,20.63,2.7,263.13,1,Normal
7.07,0.64,593.33,0.74,13.84,1.68,91.53,24,Pression Faible
7.5,0.53,346.98,0.59,17.4,1.57,68.0,30,Pression Faible
7.09,0.44,245.28,0.8,17.32,2.74,304.65,12,Normal
6.81,0.76,343.67,0.53,17.37,1.45,60.61,26,Pression Faible
7.14,0.81,218.52,0.48,18.86,0.88,105.16,22,Pression Faible
6.8,0.63,368.87,0.95,20.57,2.62,329.74,6,Normal
7.37,1.17,292.29,0.81,17.45,2.94,276.85,10,Normal
7.49,0.45,310.81,1.22,16.13,2.91,281.98,14,Normal
7.13,1.56,413.99,0.02,19.43,2.62,24.91,49,Stagnation
6.6,0.26,376.64,0.94,14.27,2.89,226.21,3,Normal
7.15,1.79,553.62,0.16,22.98,2.77,18.79,45,Stagnation
7.21,0.28,289.71,1.11,17.84,2.94,382.45,15,Normal
7.26,0.34,291.33,1.31,15.39,3.2,167.1,6,Normal
7.27,0.4,260.62,0.98,18.28,3.68,312.11,12,Normal
6.99,0.35,496.31,0.7,16.87,3.09,309.16,7,Normal
6.73,0.43,254.18,0.82,17.75,3.37,310.7,2,Normal
7.03,0.82,341.64,0.66,17.09,3.14,272.87,11,Normal
7.23,0.59,420.37,1.14,13.48,3.16,300.88,5,Normal
7.06,0.45,390.21,0.57,13.09,3.02,232.45,13,Normal
7.01,0.98,287.07,0.88,12.5,2.96,259.25,3,Normal
7.13,0.36,505.51,1.02,11.99,3.25,252.09,13,Normal
6.73,0.5,590.73,0.45,11.01,3.23,267.88,2,Normal
7.38,0.33,414.2,1.52,11.42,3.31,333.99,6,Normal
6.75,0.61,407.28,1.03,16.01,2.89,303.5,6,Normal
7.27,0.65,247.28,1.39,11.53,3.23,303.97,15,Normal
6.82,0.61,305.46,1.32,12.87,2.55,376.69,9,Normal
7.25,0.67,314.85,0.43,20.03,3.0,324.57,14,Normal
7.4,0.43,422.62,1.48,14.9,3.28,200.44,0,Normal
7.54,0.34,500.94,1.02,14.71,1.17,74.95,34,Pression Faible
6.95,0.46,620.81,1.39,12.39,3.08,304.8,12,Normal
7.44,0.7,494.59,0.18,20.33,3.09,45.22,47,Stagnation
7.36,0.25,440.14,1.08,16.54,3.48,291.2,15,Normal
7.81,0.58,370.95,1.72,17.49,2.86,304.21,1,Normal
6.25,2.38,926.78,0.55,10.94,2.84,258.4,59,Corrosion
7.71,0.91,315.94,0.0,24.11,2.3,25.58,69,Stagnation
7.11,0.38,330.68,0.74,19.2,3.2,362.39,9,Normal
7.63,0.1,434.35,0.82,18.35,2.78,247.29,5,Normal
6.77,0.44,491.49,1.08,11.39,3.65,332.48,5,Normal
7.62,8.57,707.94,0.0,21.29,2.66,286.25,93,Contamination
7.18,0.24,363.92,1.27,17.19,3.33,350.49,5,Normal
7.66,1.36,475.33,0.04,19.94,2.29,26.74,43,Stagnation
7.0,0.58,420.19,1.09,16.05,3.36,299.57,1,Normal
7.5,0.6,512.96,1.48,16.73,3.03,304.87,5,Normal
7.06,0.4,490.21,0.71,19.84,2.95,443.1,9,Normal
7.22,1.33,414.82,0.02,24.13,2.17,23.24,42,Stagnation
7.73,1.57,310.81,0.16,22.26,2.22,22.11,63,Stagnation
6.59,1.32,501.54,0.51,17.4,1.03,98.3,49,Pression Faible
7.05,0.43,371.17,0.8,19.2,3.27,305.5,3,Normal
7.51,0.31,277.15,1.04,17.21,1.28,42.35,22,Pression Faible
5.58,2.83,1385.29,1.17,20.73,2.94,269.95,66,Corrosion
5.59,3.26,885.36,1.01,16.09,2.91,244.74,60,Corrosion
7.27,0.7,273.38,0.55,16.28,3.43,384.64,5,Normal
6.83,0.42,252.08,0.83,18.37,3.0,281.31,1,Normal
7.36,0.34,559.3,1.0,13.79,3.18,346.96,2,Normal
8.14,1.1,558.61,0.11,20.78,2.27,19.03,61,Stagnation
5.7,3.39,1041.34,0.43,10.76,2.36,203.4,62,Corrosion
7.11,0.73,345.23,1.5,9.96,2.9,339.28,12,Normal
7.68,5.33,1500.53,0.09,15.27,2.99,335.18,92,Contamination
7.02,0.84,316.46,1.04,11.25,3.03,246.65,8,Normal
7.11,0.18,479.98,1.11,18.26,2.9,356.69,4,Normal
7.21,0.52,611.41,0.85,18.68,3.14,271.4,14,Normal
6.81,0.29,513.07,1.52,15.27,3.04,338.82,2,Normal
7.22,0.72,429.16,1.04,12.9,2.72,142.05,7,Normal
6.4,2.38,819.92,0.21,14.08,2.49,202.31,64,Corrosion
7.3,0.52,263.87,0.61,11.1,3.54,374.64,8,Normal
6.32,2.05,1238.41,0.05,19.27,3.12,322.59,85,Contamination
6.11,6.59,1456.15,0.01,19.2,2.73,399.81,99,Contamination
6.8,0.73,232.92,1.54,11.58,3.06,218.54,9,Normal
6.8,0.68,502.82,1.07,17.22,3.31,265.79,12,Normal
6.78,0.5,342.28,1.12,16.64,2.8,335.21,0,Normal
7.76,1.56,409.22,0.18,23.04,2.69,46.78,44,Stagnation
7.3,0.38,288.95,1.34,16.07,3.5,198.52,5,Normal
7.47,0.45,364.65,0.77,17.7,3.18,242.88,1,Normal
7.13,7.41,1253.4,0.11,16.84,2.22,309.34,97,Contamination
7.25,0.56,510.7,0.41,14.28,2.72,239.6,1,Normal
6.94,7.4,1290.28,0.02,17.42,3.18,334.16,96,Contamination
7.28,0.89,278.35,0.06,18.53,3.12,21.45,62,Stagnation
7.94,2.11,471.62,0.09,19.36,2.35,46.04,43,Stagnation
7.31,0.51,531.21,1.21,14.56,3.06,261.6,9,Normal
7.03,0.46,455.75,0.63,15.23,2.88,254.95,0,Normal
7.08,0.1,324.24,0.67,14.16,2.32,309.54,12,Normal
6.36,2.41,999.76,0.65,11.34,2.8,290.82,79,Corrosion
6.8,0.41,375.29,1.86,15.67,2.43,192.36,7,Normal
7.42,1.0,371.9,0.9,16.29,2.76,172.79,0,Normal
7.51,0.38,505.01,0.77,15.37,3.26,353.52,0,Normal
7.27,0.54,461.97,1.14,11.13,2.62,194.55,6,Normal
7.81,1.0,532.02,0.14,20.0,2.46,25.45,42,Stagnation
7.02,0.68,651.07,1.33,14.92,3.38,385.65,3,Normal
5.44,3.48,1053.94,1.16,18.44,2.71,371.97,76,Corrosion
7.64,0.98,500.6,0.2,22.19,2.62,30.88,63,Stagnation
7.0,0.34,259.72,1.46,14.33,1.97,319.83,13,Normal
7.31,0.13,316.76,0.74,12.77,3.36,292.56,10,Normal
7.07,0.72,449.53,0.48,13.15,3.1,253.31,6,Normal
8.31,1.26,374.66,0.0,23.86,2.31,33.8,69,Stagnation
6.85,0.51,336.41,0.91,12.61,3.31,275.45,13,Normal
7.16,0.48,561.23,1.27,17.37,2.53,267.18,6,Normal
7.56,0.27,408.4,0.68,12.11,3.5,335.96,10,Normal
7.49,0.66,386.07,0.79,13.79,2.94,388.81,12,Normal
6.97,0.92,358.7,0.21,25.71,2.59,33.91,40,Stagnation
7.23,0.59,477.32,1.13,16.5,3.23,211.09,14,Normal
7.2,0.56,441.61,0.95,15.48,2.78,211.26,8,Normal
7.89,0.63,433.95,0.03,25.17,2.48,26.9,51,Stagnation
7.42,0.93,440.57,0.89,17.09,2.53,302.32,6,Normal
7.8,0.53,410.78,1.01,13.81,3.09,338.76,15,Normal
7.1,0.05,446.56,1.54,13.87,0.76,93.55,23,Pression Faible
6.4,2.92,1244.94,1.04,18.12,2.59,267.12,75,Corrosion
7.19,0.78,374.61,0.97,11.11,1.44,62.45,47,Pression Faible
7.12,0.57,307.27,0.41,13.85,2.57,335.62,8,Normal
6.85,1.25,399.42,0.92,9.06,1.24,78.4,39,Pression Faible
6.81,0.52,360.21,0.93,15.08,2.86,312.32,12,Normal
7.47,1.44,397.13,0.0,20.58,2.93,39.56,64,Stagnation
7.99,1.84,403.37,0.13,22.15,2.7,27.11,50,Stagnation
7.23,0.51,453.23,1.2,15.28,3.04,311.29,10,Normal
7.69,0.28,303.03,1.1,15.81,1.28,93.35,41,Pression Faible
7.26,0.39,462.88,1.01,13.66,3.21,332.55,10,Normal
7.26,0.84,532.68,1.3,22.7,2.96,276.76,14,Normal
7.46,0.45,401.19,0.7,16.82,2.56,295.18,7,Normal
7.2,0.41,224.28,0.47,12.76,3.16,314.45,0,Normal
7.2,0.32,434.11,0.46,7.81,2.93,272.7,3,Normal
7.5,0.53,565.07,0.84,16.46,2.92,369.09,13,Normal
5.92,3.18,684.48,0.68,15.75,3.31,118.17,69,Corrosion
7.1,0.43,192.3,0.86,10.38,2.3,286.88,4,Normal
7.11,0.45,425.29,0.74,20.37,2.99,364.32,9,Normal
6.7,0.33,468.63,0.93,11.78,2.45,336.66,12,Normal
7.4,0.55,350.41,0.67,14.84,2.61,262.42,1,Normal
7.58,0.13,467.75,1.45,17.45,3.12,276.82,14,Normal
5.74,0.7,907.4,0.68,13.91,2.79,253.74,60,Corrosion
7.01,0.82,473.06,1.27,14.69,3.15,255.21,10,Normal
7.77,1.1,347.8,0.1,21.42,3.2,34.35,64,Stagnation
7.67,0.73,403.78,0.87,9.78,2.74,333.14,13,Normal
7.38,1.39,246.97,0.15,24.19,1.97,33.72,49,Stagnation
6.4,3.84,799.3,1.03,20.29,2.96,327.1,57,Corrosion
6.97,6.79,1013.52,0.04,19.73,2.69,288.82,90,Contamination
7.43,0.91,195.06,1.59,14.22,3.29,358.05,6,Normal
7.67,0.35,377.47,0.98,13.93,3.4,296.16,7,Normal
5.71,4.73,726.48,0.04,20.69,2.7,279.85,87,Contamination
7.39,1.27,501.61,0.18,26.51,2.54,37.36,52,Stagnation
6.72,0.42,372.96,0.69,13.39,2.97,274.77,5,Normal
7.98,0.6,600.1,1.45,13.08,3.01,278.26,0,Normal
7.15,0.3,355.85,1.11,16.0,3.08,297.02,15,Normal
7.46,0.45,539.16,0.45,16.97,3.15,266.27,6,Normal
7.09,0.59,491.59,0.48,16.88,2.86,356.26,4,Normal
6.65,1.53,311.39,1.33,14.79,0.95,85.3,24,Pression Faible
7.51,0.19,470.16,1.0,16.73,3.0,271.41,6,Normal
6.87,0.63,466.73,1.2,16.28,3.28,370.3,2,Normal
6.64,0.1,571.79,0.6,11.74,2.91,217.3,14,Normal
7.09,0.31,376.67,1.08,13.97,2.88,312.9,6,Normal
7.51,0.82,378.15,1.55,17.63,2.63,236.94,5,Normal
7.27,1.92,399.86,0.0,21.54,1.91,19.45,49,Stagnation
7.02,0.53,502.42,1.21,11.46,2.89,303.82,14,Normal
7.12,0.72,227.73,0.55,13.79,0.5,92.81,26,Pression Faible
6.79,0.64,459.89,0.84,18.0,3.22,284.55,15,Normal
7.07,0.72,423.2,1.31,7.83,3.03,221.13,11,Normal
7.19,0.64,573.91,0.72,13.42,2.97,251.27,5,Normal
7.49,0.49,412.2,1.19,14.78,2.75,296.85,13,Normal
6.94,0.52,499.69,0.65,10.4,3.01,261.61,13,Normal
6.01,2.76,471.26,1.01,12.49,2.79,210.44,76,Corrosion
7.03,1.31,431.93,1.17,15.45,1.39,88.35,35,Pression Faible
7.28,0.72,415.65,1.69,17.88,2.66,291.17,12,Normal
7.32,0.51,468.69,1.24,10.92,3.38,275.16,2,Normal
5.76,2.02,1061.72,0.72,14.01,2.63,142.32,79,Corrosion
6.95,0.25,373.08,1.2,16.66,3.38,351.7,4,Normal
7.04,0.5,396.74,0.35,11.35,2.95,291.36,5,Normal
7.35,0.59,222.93,1.16,15.54,3.19,353.34,14,Normal
7.16,0.75,311.06,0.72,16.29,2.89,313.08,9,Normal
7.8,0.58,421.22,0.74,9.9,2.98,353.34,15,Normal
7.1,0.58,542.65,1.42,16.29,3.05,224.07,4,Normal
5.75,2.28,729.53,0.87,21.73,3.41,264.63,56,Corrosion
7.43,0.35,546.41,0.53,17.74,3.15,262.21,6,Normal
7.14,0.27,290.84,0.52,17.3,3.36,191.91,11,Normal
7.75,0.5,428.99,0.56,18.96,3.06,356.94,13,Normal
7.57,1.2,335.17,0.84,13.16,1.47,86.66,43,Pression Faible
7.52,0.72,227.27,1.41,17.85,2.89,317.49,15,Normal
7.16,0.62,362.86,1.14,15.2,2.87,309.51,2,Normal
8.01,0.36,375.01,0.8,13.31,3.24,335.79,1,Normal
7.2,1.11,479.34,0.85,10.4,1.45,83.39,23,Pression Faible
7.21,0.41,474.46,1.1,14.29,2.63,353.4,5,Normal
7.38,0.55,134.32,0.99,14.28,2.81,337.71,13,Normal
7.41,0.93,503.79,0.59,13.64,1.22,67.56,44,Pression Faible
7.42,0.64,529.84,0.62,21.4,1.81,78.1,43,Pression Faible
7.54,0.42,501.33,0.95,11.14,1.94,286.56,15,Normal
7.61,1.87,453.66,0.2,21.09,2.4,40.54,51,Stagnation
6.51,1.21,410.0,0.24,20.94,2.65,39.22,60,Stagnation
6.75,0.47,356.84,1.28,17.03,2.93,247.63,13,Normal
6.4,2.45,576.32,0.34,17.31,2.29,361.58,57,Corrosion
6.92,0.5,415.91,0.78,8.28,3.06,262.34,11,Normal
7.55,1.14,476.33,0.26,20.91,2.36,13.34,61,Stagnation
7.14,0.58,351.65,1.12,14.47,2.61,315.6,4,Normal
7.14,0.52,343.31,0.8,15.47,2.93,386.21,14,Normal
7.44,0.96,382.25,0.29,12.58,1.01,74.5,24,Pression Faible
7.19,0.63,427.31,1.35,14.06,3.08,317.19,5,Normal
7.27,0.76,480.38,0.6,14.66,3.0,407.58,2,Normal
7.37,0.71,493.83,0.15,21.85,2.43,39.49,69,Stagnation
6.94,0.43,347.79,1.33,15.86,2.68,251.77,2,Normal
7.76,0.72,484.16,1.0,19.53,2.67,337.65,6,Normal
6.65,5.5,1417.74,0.04,16.26,2.75,200.68,85,Contamination
7.61,3.99,1757.52,0.04,23.24,2.36,336.57,88,Contamination
7.9,1.85,297.2,0.03,23.15,2.54,32.93,56,Stagnation
7.09,1.27,660.85,0.93,16.36,1.22,105.68,41,Pression Faible
7.66,3.87,1016.19,0.0,28.78,3.09,270.22,98,Contamination
7.0,0.66,490.49,1.24,13.72,3.09,305.55,13,Normal
5.63,1.76,982.39,0.86,17.66,3.12,339.96,79,Corrosion
5.69,3.0,1049.84,0.71,16.37,2.69,376.52,52,Corrosion
7.23,0.59,373.6,0.86,11.09,3.33,338.42,11,Normal
6.76,4.2,1253.97,0.03,17.11,2.52,310.85,88,Contamination
6.09,3.38,869.85,0.7,11.33,3.24,303.57,79,Corrosion
